	St	Ht	Vt	N
20060	128.984162949	23.5989343335	23.6165832901	180
20061	147.443501846	24.8987772049	24.9344936079	180
20062	88.9217338487	20.1030867817	20.1399591921	180
20063	143.179749467	24.5970462404	24.6422970523	180
20064	115.263890797	22.559441674	22.5361376253	180
20065	133.789607673	24.015865032	23.9734449702	180
20066	198.559128314	27.9171869024	27.9956009157	180
20067	52.4897414547	15.6604306527	15.6864929588	180
20068	60.5500850994	16.7799692116	16.8384732256	180
20069	107.557351019	21.8552517699	21.8839104453	180
20070	89.9900635534	20.2457615331	20.2472934239	180
20071	70.8795130364	18.1450832453	18.1559627981	180
20072	95.4504018636	20.87639655	20.7808955956	180
20073	85.1366821622	19.7146063491	19.7514290856	180
20074	116.861631273	22.6054225858	22.6670314574	180
20075	162.330742613	25.863143253	25.9043933403	180
20076	70.6737448432	18.1231926322	18.1311954146	180
20077	67.0598625827	17.7359459771	17.6869510116	180
20078	98.4186310859	21.0432708446	21.0610331534	180
20079	109.594804041	22.0510113726	22.0598359754	180
20080	118.203055651	22.7762158268	22.7758395209	180
20081	123.596213899	23.1600299389	23.2036808391	180
20082	50.3691677003	15.4089513729	15.3615335948	180
20083	102.914480047	21.4587252558	21.4730139417	180
20084	249.018030306	30.417641711	30.4430854881	180
20085	67.6720628915	17.8479106678	17.7634721583	180
20086	147.470844162	25.0121469017	24.9363454661	180
20087	164.48750403	26.0309670036	26.0389209956	180
20088	104.357218947	21.5852399491	21.602228998	180
20089	59.4296625271	16.6641010999	16.6855376996	180
20090	51.7996041418	15.6337089185	15.581828658	180
20091	79.3134749489	19.1743341647	19.126697866	180
20092	74.0952729947	18.5436311468	18.5360535881	180
20093	114.428026379	22.5891668282	22.4670884126	180
20094	90.2142726317	20.2024744033	20.2696936153	180
20095	127.485964012	23.3641851669	23.5031648169	180
20096	110.529855436	22.2366380095	22.1397132307	180
20097	88.2731904879	20.0479983707	20.07431072	180
20098	118.161347876	22.697141769	22.7724711796	180
20099	141.301292115	24.5766295709	24.5113556979	180
20100	82.1542745202	19.4525766099	19.4357440516	180
20101	123.092732882	23.2158702239	23.1643721647	180
20102	56.3261722886	16.2518720953	16.2502452942	180
20103	132.881176532	23.923186811	23.90677332	180
20104	94.7499639578	20.6977134872	20.7137988597	180
20105	56.760471885	16.350649976	16.3122298861	180
20106	130.53069342	23.7519123594	23.7325683808	180
20107	100.680721037	21.2750922483	21.2701227596	180
20108	108.66155389	21.9832680608	21.9795759337	180
20109	105.696497957	21.7706081043	21.720929134	180
20110	75.7294103207	18.7225475285	18.7243707538	180
20111	72.7354579716	18.4755636872	18.3769028379	180
20112	200.035900769	28.0135453171	28.0740689149	180
20113	109.653157959	21.9898360775	22.0648365534	180
20114	131.270324149	23.7545162702	23.7876528183	180
20115	117.581889481	22.7225280254	22.7255763237	180
20116	142.021939567	24.6193335589	24.5617531206	180
20117	134.436193774	23.9587231093	24.0206801567	180
20118	122.575625112	23.1176724326	23.1238667799	180
20119	103.305831645	21.5234637093	21.5082040424	180
20120	114.834880551	22.5620542096	22.5007474267	180
20121	114.365838026	22.4258645851	22.4619352579	180
20122	76.8472145158	18.8321533074	18.8513941704	180
20123	83.6263214124	19.618854721	19.5926479767	180
20124	80.2850657332	19.2115182531	19.2333437121	180
20125	195.203273248	27.8264058532	27.8155131375	180
20126	78.7076004152	19.0626693089	19.0596833489	180
20127	175.662069921	26.6512005858	26.7140340999	180
20128	102.468653946	21.4276863637	21.4327974296	180
20129	86.5558968664	19.8719670644	19.8986510979	180
